Time (ms),Name,Value
"37736","Arm Pot","0.301393398759359"
"37737","IR Distance","2206.0"
"37837","Arm Pot","0.29982668289470504"
"37837","IR Distance","2205.0"
"37937","Arm Pot","0.29834849041999434"
"37938","IR Distance","2204.0"
"38038","Arm Pot","0.29736302877018717"
"38038","IR Distance","2203.0"
"38138","Arm Pot","0.2961312017079282"
"38138","IR Distance","2201.0"
"38239","Arm Pot","0.2945797164053722"
"38239","IR Distance","2194.0"
"38339","Arm Pot","0.29433320616229386"
"38340","IR Distance","2203.0"
"38441","Arm Pot","0.2935936754330588"
"38441","IR Distance","2205.0"
"38542","Arm Pot","0.29259611826761317"
"38542","IR Distance","2198.0"
"38642","Arm Pot","0.2919539050225045"
"38642","IR Distance","2206.0"
"38743","Arm Pot","0.29088206275919687"
"38743","IR Distance","2204.0"
"38843","Arm Pot","0.2906355525161185"
"38843","IR Distance","2207.0"
"38944","Arm Pot","0.28915649105764835"
"38944","IR Distance","2205.0"
"39044","Arm Pot","0.2884169603284133"
"39044","IR Distance","2207.0"
"39144","Arm Pot","0.28775477768456736"
"39145","IR Distance","2202.0"
"39245","Arm Pot","0.2868535688765238"
"39245","IR Distance","2208.0"
"39345","Arm Pot","0.28619836814070804"
"39346","IR Distance","2202.0"
"39446","Arm Pot","0.28438919093028053"
"39446","IR Distance","2211.0"
"39546","Arm Pot","0.2847193066822379"
"39547","IR Distance","2201.0"
"39647","Arm Pot","0.28456971449636237"
"39647","IR Distance","2197.0"
"39747","Arm Pot","0.28028146581308166"
"39747","IR Distance","2212.0"
"39848","Arm Pot","0.28118262515553033"
"39848","IR Distance","2200.0"
"39948","Arm Pot","0.2810216530360625"
"39948","IR Distance","2206.0"
"40049","Arm Pot","0.28020033319654886"
"40049","IR Distance","2204.0"
"40149","Arm Pot","0.27937835366120656"
"40149","IR Distance","2207.0"
"40250","Arm Pot","0.27847468385929675"
"40250","IR Distance","2205.0"
"40350","Arm Pot","0.27748893268079944"
"40350","IR Distance","2204.0"
"40451","Arm Pot","0.27666833412423686"
"40451","IR Distance","2204.0"
